name,id,brewer,alcohol_by_volume,style,category,country
Pilsner,2169,Barley's Brewing #1,0.0,NA,NA,United States
Cleary Red,2187,Hereford & Hops Steakhouse and Brewpub #3,0.0,NA,NA,United States
Icemaster,2196,Brewmasters Restaurant and Brewery South,0.0,American-Style Lager,North American Lager,United States
Celtic Cream Ale,2212,Govnor's Public House,0.0,American-Style Lager,North American Lager,United States
Old Crustacean Barleywine 1993,2219,Rogue Ales,0.0,NA,NA,United States
Marzenbier,2244,Green Bay Brewing,0.0,German-Style Oktoberfest,German Lager,United States
Smooth Oatmeal Stout,2251,Goose Island Beer Company - Clybourn,0.0,American-Style Stout,North American Ale,United States
Hex Nut Brown Ale,2253,Goose Island Beer Company - Clybourn,0.0,American-Style Brown Ale,North American Ale,United States
Cortland Wheat,2269,Spilker Ales,0.0,American-Style Lager,North American Lager,United States
Best Bull,2318,Egan Brewing,5.9000000954,NA,NA,United States
Old Boardhead 1999,2339,Full Sail Brewing #1,0.0,NA,NA,United States
Trailside Wheat,2366,Grumpy Troll Restaurant and Brewery,0.0,South German-Style Hefeweizen,German Ale,United States
XP Pale Ale,2391,Bear Republic Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Empyrean Oktoberfest,2401,Empyrean Brewing Company,0.0,German-Style Oktoberfest,German Lager,United States
Steamer,2458,Park City Brewing,0.0,NA,NA,United States
Dead Horse Ale,2466,Moab Brewery,0.0,NA,NA,United States
Winter Warlock Oatmeal Stout,2468,Bristol Brewing,0.0,American-Style Stout,North American Ale,United States
Lucknow India Pale Ale,2476,Castle Springs Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Lucky 13 Anniversary Release,4477,Lagunitas Brewing Company,8.3000001907,Irish-Style Red Ale,Irish Ale,United States
IPA,4509,Lagunitas Brewing Company,0.0,American-Style India Pale Ale,North American Ale,United States
Honey Pilsner,4559,Amherst Brewing Company,5.1999998093,German-Style Pilsener,German Lager,United States
Abbey Ale,5907,Abita Brewing Company,0.0,Classic English-Style Pale Ale,British Ale,United States
Satsuma Wit,5912,Abita Brewing Company,0.0,Fruit Beer,Other Style,United States
River Horse Lager,5466,River Horse Brewing Company,5.0,American-Style Lager,North American Lager,United States
Belgian Freeze Winter Ale,5468,River Horse Brewing Company,8.0,Dark American-Belgo-Style Ale,North American Ale,United States
River Horse Special Ale,5470,River Horse Brewing Company,4.5,Extra Special Bitter,British Ale,United States
Orchard White,5471,The Bruery,5.6999998093,Belgian-Style White,Belgian and French Ale,United States
Trade Winds Tripel,5475,The Bruery,8.0,Belgian-Style Tripel,Belgian and French Ale,United States
Bistro Blonde,5497,Walldorff Brew Pub,4.1999998093,Golden or Blonde Ale,North American Ale,United States
Padawan Pale Ale,5502,Walldorff Brew Pub,5.0,American-Style Pale Ale,North American Ale,United States
Pearl Street Porter,5503,Twisted Pine Brewing Company,0.0,Porter,Irish Ale,United States
Tailgate IPA,5507,Tailgate Beer,6.5,American-Style India Pale Ale,North American Ale,United States
Santa Fe Wheat,5531,Santa Fe Brewing Company,5.25,Light American Wheat Ale or Lager,Other Style,United States
Cafe Amsterdam's 10th Anniversary Gruit,5546,Midnight Sun Brewing Co.,12.0,Fruit Beer,Other Style,United States
Sculpin India Pale Ale,5558,Ballast Point Brewing,7.0,American-Style India Pale Ale,North American Ale,United States
Barnstormer Pale Ale,5573,Flying Bison Brewing,4.8000001907,American-Style Pale Ale,North American Ale,United States
Brown's Point ESB,5580,Harmon Brewing Company,5.5999999046,Extra Special Bitter,British Ale,United States
Willow Wheat,5598,Prescott Brewing Company,0.0,Light American Wheat Ale or Lager,Other Style,United States
Oak Barrel Stout,5607,Old Dominion Brewing Co.,5.1999998093,American-Style Stout,North American Ale,United States
Shiva IPA,5613,Asheville Pizza and Brewing Co.,5.3000001907,American-Style India Pale Ale,North American Ale,United States
Smuttynose Pumpkin Ale,5655,Smuttynose Brewing Co.,5.0999999046,Pumpkin Beer,Other Style,United States
BackDraft Chocolate Porter,5716,Pennichuck Brewing Company,0.0,Porter,Irish Ale,United States
(512) Pale,5736,(512) Brewing Company,5.8000001907,American-Style Pale Ale,North American Ale,United States
Samuel Adams Noble Pils,5743,Boston Beer Company,5.1999998093,German-Style Pilsener,German Lager,United States
Maximus,5771,Lagunitas Brewing Company,7.5,American-Style India Pale Ale,North American Ale,United States
Silk Porter,5788,Hoppin Frog Brewery,6.1999998093,Porter,Irish Ale,United States
Old Salty,5796,Heavyweight Brewing,0.0,NA,NA,United States
Secession Black India Pale Ale (CDA),5806,Hopworks Urban Brewery,6.5,NA,NA,United States
IPA Series (Zeus),5830,Appalachian Brewing Company,0.0,American-Style India Pale Ale,North American Ale,United States
Cricket's Nocturne,5853,Cricket Hill,4.5,American-Style Dark Lager,North American Lager,United States
Fresh Hops Pale Ale,5859,Blue Point Brewing,5.0,American-Style Pale Ale,North American Ale,United States
Pale Ale,5875,The St. Louis Brewrey,4.4000000954,American-Style Pale Ale,North American Ale,United States
Dos Perros,5881,Yazoo Brewing,3.5,American-Style Brown Ale,North American Ale,United States
Triple Citra Hopped Satsuma Wit,5909,Abita Brewing Company,0.0,Fruit Beer,Other Style,United States
High Rollers Wheat Beer,3481,Anderson Valley Brewing,0.0,American-Style Lager,North American Lager,United States
MÃ¤rzen,3490,Sudwerk Privatbrauerei Hbsch,0.0,German-Style Oktoberfest,German Lager,United States
Fleishhacker Stout,3500,Beach Chalet Brewery,0.0,American-Style Stout,North American Ale,United States
Sun Fest,3520,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",0.0,American-Style Lager,North American Lager,United States
4868 Dark Wheat,3527,Moonlight Brewing,0.0,Porter,Irish Ale,United States
Copper Wheat,3528,HopTown Brewing,0.0,American-Style Lager,North American Lager,United States
Summer Nectar Wheat Ale,3529,Humboldt Brewing,0.0,NA,NA,United States
Honey Wheat,3531,Pleasanton Main Street Brewery,3.9000000954,American-Style Lager,North American Lager,United States
Brooklyn Lager,3558,Brooklyn Brewery,5.1999998093,NA,NA,United States
Old Crustacean Barleywine 1996,3583,Rogue Ales,0.0,NA,NA,United States
Anchorage Ale,3586,Silver Gulch Brewing Company,0.0,American-Style Pale Ale,North American Ale,United States
Blacksmith Porter,3623,Nor'Wester Brewery and Public House,0.0,Porter,Irish Ale,United States
Classic Stout,3644,Commonwealth Brewing #1,0.0,American-Style Stout,North American Ale,United States
Kenmore KÃ¶lsch,3651,Boston Beer Works,0.0,NA,NA,United States
Porter,3659,Emery Pub,0.0,Porter,Irish Ale,United States
Spring Bock,3683,Dempsey's Restaurant & Brewery,0.0,Traditional German-Style Bock,German Lager,United States
German Pilsner,3702,Emmett's Tavern and Brewery,0.0,NA,NA,United States
Longshot Hazelnut Brown,3712,Boston Beer Company,0.0,NA,NA,United States
Old Powerhouse Lager (discontinued),3742,Gottberg Brew Pub,0.0,American-Style Lager,North American Lager,United States
Belgian Ale (discontinued),3743,Gottberg Brew Pub,0.0,NA,NA,United States
K-9 Cruiser Winter Ale,3755,Flying Dog Brewery,6.4000000954,Old Ale,British Ale,United States
Troegs Pale Ale,3756,Troegs Brewing,5.4000000954,American-Style Pale Ale,North American Ale,United States
Blackbird Oatmeal Stout,3760,Flying Bison Brewing,0.0,Oatmeal Stout,British Ale,United States
Trout Slayer,3761,Big Sky Brewing,4.6999998093,Light American Wheat Ale or Lager,Other Style,United States
Totally Naked,3767,New Glarus Brewing Company,4.1999998093,American-Style Lager,North American Lager,United States
Zoigl Star Lager,3796,Appalachian Brewing Company,5.9000000954,American-Style Lager,North American Lager,United States
Peregrine Pilsner,3799,Appalachian Brewing Company,4.8000001907,German-Style Pilsener,German Lager,United States
Yuengling Porter,3814,Yuengling & Son Brewing,4.6999998093,Porter,Irish Ale,United States
Yuengling Premium Light,3818,Yuengling & Son Brewing,3.5,American-Style Light Lager,North American Lager,United States
St. Boisterous Hellerbock,3822,Victory Brewing,7.3000001907,German-Style Heller Bock/Maibock,German Lager,United States
Moonglow Weizenbock,3827,Victory Brewing,8.6999998093,South German-Style Weizenbock,German Ale,United States
Spruce Creek Lager,3844,Otto's Pub and Brewery,4.8000001907,American-Style Lager,North American Lager,United States
Black Mo Stout,3849,Otto's Pub and Brewery,4.5999999046,American-Style Stout,North American Ale,United States
Piels Light,3887,Pabst Brewing Company,3.7899999619,American-Style Light Lager,North American Lager,United States
Lancaster Oktoberfest,3894,Lancaster Brewing Co.,6.5,German-Style Oktoberfest,German Lager,United States
Red Ale,3907,Minocqua Brewing Company,0.0,American-Style Amber/Red Ale,North American Ale,United States
Rye Porter,3908,Minocqua Brewing Company,0.0,Porter,Irish Ale,United States
House Ale,3933,Weyerbacher Brewing Company,4.5,American-Style Amber/Red Ale,North American Ale,United States
Samuel Adams OctoberFest,3942,Boston Beer Company,5.6999998093,German-Style Oktoberfest,German Lager,United States
Natural Ice,3946,Anheuser-Busch,5.9000000954,American-Style Light Lager,North American Lager,United States
Natural Light,3947,Anheuser-Busch,4.1999998093,American-Style Light Lager,North American Lager,United States
Wild Wyo Wheat,2992,Sweetwater Brewing - Casper,0.0,American-Style Lager,North American Lager,United States
Barely Blond,2999,Firehouse Brewing,0.0,NA,NA,United States
Capital Raspberry Wheat,3010,Court Avenue Brewing,0.0,Light American Wheat Ale or Lager,Other Style,United States
Adler BrÃ¤u 1848 Lager,3013,Appleton Brewing,0.0,NA,NA,United States
Irish Stout,3024,Egan Brewing,0.0,American-Style Stout,North American Ale,United States
Hopping Turtle Pale Ale,3030,Titletown Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Old Broadway Cream Ale,3033,Titletown Brewing,0.0,American-Style Lager,North American Lager,United States
Doppelbock (discontinued),3064,Gottberg Brew Pub,0.0,Traditional German-Style Bock,German Lager,United States
Calumet Wheat,3086,Rowland's Calumet Brewery,0.0,American-Style Lager,North American Lager,United States
Capital Maibock,3122,Capital Brewery,0.0,German-Style Heller Bock/Maibock,German Lager,United States
5 Malt Ale,3125,Devil Mountain Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Black Angus Oatmeal Stout,2301,Lafayette Brewing,0.0,American-Style Stout,North American Ale,United States
Berghoff Oktoberfest Beer,2307,Minhas Craft Brewery,5.1999998093,German-Style Oktoberfest,German Lager,United States
Detonator Doppelbock,2342,Fish Brewing Company & Fish Tail Brewpub,8.0,Traditional German-Style Bock,German Lager,United States
Cow Palace Scotch Ale 2000,2383,Egan Brewing,0.0,Scotch Ale,British Ale,United States
Our Special Ale 1994,2387,Anchor Brewing,0.0,NA,NA,United States
Samuel Adams Triplebock 1994,2388,Boston Beer Company,17.0,NA,NA,United States
Old Redwood Porter,2428,Third Street Ale Works,5.5,Porter,Irish Ale,United States
Jackpot Pale,2438,Monte Carlo Casino and Brewpub,0.0,American-Style Pale Ale,North American Ale,United States
Gunslinger Imperial Stout,2443,Pinnacle Peak Patio Steakhouse & Microbrewery,0.0,American-Style Stout,North American Ale,United States
Lincolnshire Mild,2450,Beermann's Beerwerks BrewPub,0.0,English-Style Pale Mild Ale,British Ale,United States
Powder Keg Raspberry Porter,2460,Dostal Alley,0.0,NA,NA,United States
Fly Fisher Red,2462,Gore Range Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Clearwater Light,2503,Hops Grillhouse & Brewery - Cherry Creek,0.0,American-Style Lager,North American Lager,United States
Allgood Amber Ale,2513,Bull & Bush Pub & Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Stubborn Mule Barleywine,2516,Main Street Beer Company #1,0.0,NA,NA,United States
Black Forest Schwarzbier,2536,Salt Lake Brewing - Squatters,0.0,German-Style Schwarzbier,German Lager,United States
Lone Mountain Altbier,2539,Wolf Pack Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Red Earth Pale Ale,2587,Jasper Ridge Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Cleary Red,2595,Hereford & Hops Restaurant and Brewpub #1,0.0,American-Style Amber/Red Ale,North American Ale,United States
Albion Amber Ale,2602,Marin Brewing,4.9000000954,American-Style Brown Ale,North American Ale,United States
Old Scratch Barleywine 2000,2633,Great Dane Pub and Brewing #1,0.0,NA,NA,United States
McLennium,2671,BT McClintic Beer Company,0.0,NA,NA,United States
Hempen Ale,2674,Frederick Brewing,0.0,NA,NA,United States
O-Tay Bockwheat,2675,Egan Brewing,0.0,NA,NA,United States
Hefeweizen,2681,Thunderhead Brewery,0.0,South German-Style Hefeweizen,German Ale,United States
Honey Lager,2682,Thunderhead Brewery,0.0,American-Style Lager,North American Lager,United States
Dock Light Golden Ale,2694,Delafield Brewhaus,0.0,NA,NA,United States
Flying Horse Pale Ale,2703,Water Tower Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Pale,2705,Glacial Lakes Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Red,2706,Glacial Lakes Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Blonde Ale,2715,Redhook Ale Brewery,0.0,NA,NA,United States
Pale Ale,2750,Orchard Street Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Apple Bach,2751,Cherryland Brewing,0.0,Light American Wheat Ale or Lager,Other Style,United States
Auburn Ale,2761,Jacob Leinenkugel Brewing Company,0.0,American-Style Amber/Red Ale,North American Ale,United States
Dousman Street Wheat,2818,Titletown Brewing,0.0,South German-Style Hefeweizen,German Ale,United States
Rye I Oughta...!,2820,Egan Brewing,0.0,American-Style Lager,North American Lager,United States
Amber,2825,Brown Street Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Broke Spoke Pilsner,2836,Lakefront Brewery,0.0,NA,NA,United States
Silver Cream,2866,Rail House Restaurant and Brewpub,0.0,American-Style Lager,North American Lager,United States
Copper Kettle Weiss,2939,New Glarus Brewing Company,0.0,South German-Style Hefeweizen,German Ale,United States
Garten BrÃ¤u Fest,2971,Capital Brewery,0.0,German-Style Oktoberfest,German Lager,United States
Big Horn Hefeweizen,2978,C.B. & Potts of Cheyenne,0.0,South German-Style Hefeweizen,German Ale,United States
Walt Wit,3968,Philadelphia Brewing Co,5.0,Belgian-Style White,Belgian and French Ale,United States
563 Stout,3987,21st Amendment Brewery Cafe,5.0,American-Style Stout,North American Ale,United States
Winter Storm,3996,Clipper City Brewing Co.,7.5,Extra Special Bitter,British Ale,United States
Dundee Scotch Ale,4030,Upstream Brewing Old Market,6.5,Scotch Ale,British Ale,United States
1000 Barley Wine,4035,Upstream Brewing Old Market,9.1999998093,NA,NA,United States
Hop Knot IPA,4057,Four Peaks Brewing,6.0,American-Style India Pale Ale,North American Ale,United States
Belgian Wit,4066,Four Peaks Brewing,0.0,Belgian-Style White,Belgian and French Ale,United States
Samuel Adams Cream Stout,4074,Boston Beer Company,0.0,American-Style Stout,North American Ale,United States
Samuel Adams Honey Porter,4077,Boston Beer Company,0.0,Porter,Irish Ale,United States
Old 55 Pale Ale,4089,Silver Gulch Brewing Company,0.0,American-Style Pale Ale,North American Ale,United States
Sockeye Red IPA,4092,Midnight Sun Brewing Co.,5.6999998093,American-Style India Pale Ale,North American Ale,United States
Colonel Paris Pale Ale,4103,Blue Ridge Brewing,4.5,American-Style Pale Ale,North American Ale,United States
Apricot Ale,4110,Allentown Brew Works,5.4000000954,Light American Wheat Ale or Lager,Other Style,United States
